"Félév","Pedagógia szakas","Tantárgy","Műveltségterület","Tanulási Eredmény","",""
"2","9-10","KULT","Történelem, társadalmi és állampolgári ismeretek","Legyen képes történelmi helyzeteket elbeszélni, eljátszani a különböző szereplők nézőpontjából.","",""
"2","9-10","KULT","Történelem, társadalmi és állampolgári ismeretek","Legyen képes saját véleményét megfogalmazni, közben legyen képes vitában a tárgyilagos érvelés és a személyeskedés megkülönböztetésére.","",""
"2","9-10","KULT","Történelem, társadalmi és állampolgári ismeretek","Használja a történelmi korszakok és periódusok nevét.","",""
"2","9-10","KULT","Történelem, társadalmi és állampolgári ismeretek","Legyen képes különböző információforrásokból önálló térképvázlatok rajzolására, különböző időszakok történelmi térképeinek az összehasonlítására, a történelmi tér változásainak leolvasására, az adott témához leginkább megfelelő térkép kiválasztására.","",""
"2","11-12","KULT","Történelem, társadalmi és állampolgári ismeretek","Ismerje a XIX-XX. század kisebb korszakainak megnevezését, illetve egy-egy korszak főbb jelenségeit, jellemzőit, szereplőit, összefüggéseit.","",""
"2","11-12","KULT","Történelem, társadalmi és állampolgári ismeretek","Ismerje a magyar történelem főbb csomópontjait az 1848-1849-es szabadságharc leverésétől az Európai Unióhoz való csatlakozásunkig.","",""
"2","1-2","KULT","Vizuális kultúra","Képzelőerő, belső képalkotás fejlődése.","",""
"2","1-2","KULT","Vizuális kultúra","Az életkornak megfelelő, felismerhető ábrázolás készítése.","",""
"2","1-2","KULT","Vizuális kultúra","A közvetlen környezet megfigyelése és értelmezése.","",""
"2","1-2","KULT","Vizuális kultúra","A képalkotó tevékenységek közül személyes kifejező alkotások létrehozása.","",""
"2","1-2","KULT","Vizuális kultúra","Téralkotó feladatok során a személyes térbeli szükségletek felismerése.","",""
"2","1-2","KULT","Vizuális kultúra","Alkotótevékenység és látványok, műalkotások szemlélése során néhány forma, szín, vonal, térbeli hely és irány, felismerése, használatára.","",""
"2","1-2","KULT","Vizuális kultúra","A szobor, festmény, tárgy, épület közötti különbségek felismerése.","",""
"2","3-4","KULT","Vizuális kultúra","Az újként megismert anyagok és eszközök, technikák az alkotótevékenységnek megfelelő, rendeltetésszerű és biztonságos anyag- és eszközhasználata.","",""
"2","3-4","KULT","Vizuális kultúra","Látványok, műalkotások megfigyeléseinek során kialakult gondolatok, érzések elmondására a tantervben meghatározott legfontosabb fogalmak használatával, az életkornak megfelelően.","",""
"2","5-6","KULT","Vizuális kultúra","Térbeli és időbeli változások lehetséges vizuális megjelenéseinek értelmezése, és egyszerű mozgásélmények, időbeli változások megjelenítése.","",""
"2","5-6","KULT","Vizuális kultúra","A mindennapokban használt vizuális jelek értelmezése, ennek analógiájára saját jelzésrendszerek kialakítása.","",""
"2","5-6","KULT","Vizuális kultúra","Szöveg és kép együttes jelentésének értelmezése különböző helyzetekben és alkalmazása különböző alkotó jellegű tevékenység során.","",""
"2","5-6","KULT","Vizuális kultúra","Az épített és tárgyi környezet elemző megfigyelése alapján egyszerű következtetések megfogalmazása.","",""
"2","7-8","KULT","Vizuális kultúra","A vizuális nyelv és kifejezés eszközeinek tudatos és pontos alkalmazása az alkotótevékenység során adott célok kifejezése érdekében.","",""
"2","7-8","KULT","Vizuális kultúra","Térbeli és időbeli változások vizuális megjelenítésének kifejező vagy közlő szándéknak megjelelő értelmezése, és következtetések megfogalmazása.","",""
"2","7-8","KULT","Vizuális kultúra","Vizuális jelenségek, tárgyak, műalkotások árnyaltabb elemzése, összehasonlítása.","",""
"2","9-10","KULT","Vizuális kultúra","Bonyolultabb kompozíciós alapelvek tudatos használata kölönböző célok érdekében.","",""
"2","9-10","KULT","Vizuális kultúra","Térbeli és időbeli változások vizuális megjelenítésének szándéknak megfelelő pontos értelmezése, és egyszerű mozgóképi közlések elkészítése.","",""
"2","9-10","KULT","Vizuális kultúra","Tanult technikák célnak megfelelő, tudatos alkalmazása alkotótevékenységekben.","",""
"2","9-10","KULT","Vizuális kultúra","A kreatív problémamegoldás lépéseinek alkalmazása","",""
"3","9-10","STEM","Biológia-egészségtanb változat","Ismeri a vírusok, baktériumok biológiai egészségügyi jelentőségét, az általuk okozott emberi betegségek megelőzésének lehetőségeit, a védekezés formáit. Ismeri a féregfertőzéseket és azok megelőzési feltételeit, a kullancscsípés megelőzését, a csípés esetleges következményeit.","",""
"3","9-10","STEM","Biológia-egészségtanb változat","Ismeri, illetve példákból felismeri az állatok különböző magatartásformáit.","",""
"3","9-10","KULT","Dráma és tánc","Tudatosan és kreatívan alkalmazzák a megismert munkaformákat.","",""
"4","1-2","KULT","Ének-zene﻿  b változat","Fejlődik hangszínhallásuk. Megkülönböztetik a furulya, citera, zongora, hegedű, fuvola, fagott, gitár, dob, triangulum, réztányér, a testhangszerek és a gyermek-, női, férfihang hangszínét. Ismerik a hangszerek alapvető jellegzetességeit. Szívesen és örömmel hallgatják újra, és dramatizálják a meghallgatott zeneműveket.","",""
"3","1-2","KULT","Ének-zene﻿  b változat","Pontosan, folyamatosan szólaltatják meg a tanult ritmikai elemeket tartalmazó ritmusgyakorlatokat csoportosan és egyénileg is.","",""
"3","1-2","Harmónia","Erkölcstan","Átlátja társas viszonyainak alapvető szerkezetét.","",""
"3","1-2","Harmónia","Erkölcstan","Képes kapcsolatba lépni és a partner személyét figyelembe véve kommunikálni környezete tagjaival, különféle beszédmódokat tud alkalmazni.","",""
"3","3-4","Harmónia","Erkölcstan","Érti, hogy a Föld mindannyiunk közös otthona, és közös kincsünk számos olyan érték, amit elődeink hoztak létre.","",""
"3","7-8","Harmónia","Erkölcstan","Van elképzelése saját jövőjéről, és tisztában van vele, hogy céljai eléréséért erőfeszítéseket kell tennie.","",""
"3","7-8","Harmónia","Erkölcstan","Tisztában van a függőséget okozó szokások súlyos következményeivel.","",""
"3","9-10","STEM","Fizika","Egyszerű kinematikai és dinamikai feladatok megoldása.","",""
"3","9-10","STEM","Fizika","Hőtani alapfogalmak, a hőtan főtételei, hőerőgépek. Annak ismerete, hogy gépeink működtetése, az élő szervezetek működése csak energia befektetése árán valósítható meg, a befektetett energia jelentős része elvész, a működésben nem hasznosul, „örökmozgó” létezése elvileg kizárt.","",""
"3","11-12","STEM","Fizika","Az elektromágneses indukcióra épülő mindennapi alkalmazások fizikai alapjainak ismerete: elektromos energiahálózat, elektromágneses hullámok.","",""
"3","11-12","STEM","Fizika","Alapvető ismeretek a kondenzált anyagok szerkezeti és fizikai tulajdonságainak összefüggéseiről.","",""
"3","7-8","STEM","Fizika b változat","Legyen képes a mások által kifejtett véleményeket megérteni, értékelni, azokkal szemben kulturáltan vitatkozni.","",""
"3","7-8","STEM","Fizika b változat","Legyen képes egyszerű megfigyelési, mérési folyamatok megtervezésére, tudományos ismeretek megszerzéséhez célzott kísérletek elvégzésére.","",""
"3","7-8","STEM","Fizika b változat","Legyen képes ábrák, adatsorok elemzéséből tanári irányítás alapján egyszerűbb összefüggések felismerésére. Megfigyelései során használjon modelleket.","",""
"3","7-8","STEM","Fizika b változat","Legyen képes egyszerű arányossági kapcsolatokat matematikai és grafikus formában is lejegyezni. Az eredmények elemzése után vonjon le konklúziókat.","",""
"3","7-8","STEM","Fizika b változat","Ismerje fel a fény szerepének elsőrendű fontosságát az emberi tudás gyarapításában, ismerje a fényjelenségeken alapuló kutatóeszközöket, a fény alapvető tulajdonságait.","",""
"3","7-8","STEM","Fizika b változat","A tanuló magyarázataiban legyen képes az energiaátalakulások elemzésére, a hőmennyiséghez kapcsolódásuk megvilágítására. Tudja használni az energiafajták elnevezését. Ismerje fel a hőmennyiség cseréjének és a hőmérséklet kiegyenlítésének kapcsolatát.","",""
"3","7-8","STEM","Földrajz","Tudják példákkal bizonyítani a társadalmi-gazdasági folyamatok környezetkárosító hatását, a lokális problémák globális következmények elvének érvényesülését. Legyenek tisztában a Földet fenyegető veszélyekkel, értsék a fenntarthatóság lényegét példák alapján, ismerjék fel, hogy a Föld sorsa a saját magatartásukon is múlik.","",""
"3","7-8","STEM","Kémia  b változat","Értse a kémia sajátos jelrendszerét, a periódusos rendszer és a vegyértékelektron-szerkezet kapcsolatát, egyszerű vegyületek elektronszerkezeti képletét, a tanult modellek és a valóság kapcsolatát.","",""
"3","1-2","STEM","Környezetismeret","Az emberi test nemre és korra jellemző arányainak leírása, a fő testrészek megnevezése. Az egészséges életmód alapvető elemeinek ismerete és alkalmazása.","",""
"3","1-2","STEM","Környezetismeret","Használati tárgyak és gyakori, a közvetlen környezetben előforduló anyagok csoportosítása tulajdonságaik szerint, kapcsolat felismerése az anyagi tulajdonságok és a felhasználás között. Mesterséges és természetes anyagok megkülönböztetése. A halmazállapotok felismerése.","",""
"3","1-2","STEM","Környezetismeret","Egyszerű megfigyelések végzése a természetben, egyszerű vizsgálatok és kísérletek kivitelezése. Az eredmények megfogalmazása, ábrázolása. Ok-okozati összefüggések keresésének igénye a tapasztalatok magyarázatára.","",""
"3","3-4","STEM","Környezetismeret","A hosszúság és idő mérése, a mindennapi életben előforduló távolságok és időtartamok becslése.","",""
"3","3-4","STEM","Környezetismeret","Egy természetes életközösség bemutatása.","",""
"3","3-4","STEM","Környezetismeret","Magyarország elhelyezése a földrajzi térben, néhány fő kulturális és természeti értékének ismerete.","",""
"3","9-10","KULT","Magyar nyelv és irodalom","Tudja alkalmazni a művek műfaji természetének megfelelő szöveg-feldolgozási eljárásokat, megközelítési módokat.","",""
"3","9-10","KULT","Magyar nyelv és irodalom","Tájékozott a feldolgozott lírai alkotások különböző műfajaiban és hangnemeiben.","",""
"3","9-10","KULT","Magyar nyelv és irodalom","Bizonyítja különféle szövegek megértését a szöveg felépítésére, grammatikai jellemzőire, témahálózatára, tagolására irányuló elemzéssel, képes szöveghű felolvasásra, kellő tempójú, olvasható, rendezett írásra.","",""
"3","9-10","KULT","Magyar nyelv és irodalom","Képes tudásanyagának megfogalmazására írásban a magyar és a világirodalom kiemelkedő alkotóiról.","",""
"3","11-12","KULT","Magyar nyelv és irodalom","A hivatalos írásművek műfajaiban képes önálló szövegalkotásra (pl. önéletrajz, motivációs levél).","",""
"3","11-12","KULT","Magyar nyelv és irodalom","Bizonyítja a magyar nyelv rendszerének és történetének ismeretét, a grammatikai, szövegtani, jelentéstani, stilisztikai-retorikai, helyesírási jelenségek önálló fölismerését, a tanultak tudatos alkalmazását.","",""
"3","11-12","KULT","Magyar nyelv és irodalom","Tájékozott az olvasott, feldolgozott lírai alkotások különböző műfajaiban, poétikai megoldásaiban, kompozíciós eljárásaiban.","",""
"3","11-12","KULT","Magyar nyelv és irodalom","Képes a feldolgozott epikai, lírai és drámai művek jelentésének, erkölcsi tartalmának tárgyszerű ismertetésére.","",""
"3","11-12","KULT","Magyar nyelv és irodalom","Írásban és szóban egyaránt bizonyítani tudja alkotói pályaképek ismeretét az alkotói életút jelentős tényeinek, a művek tematikai, formabeli változatosságának bemutatásával.","",""
"3","11-12","KULT","Magyar nyelv és irodalom","Olvasottsága kiterjed az online médiára és a populáris regiszter jegyében született internetes és nyomtatott sajtóra, alkotásokra is.","",""
"3","11-12","KULT","Magyar nyelv és irodalom","Tisztában van azzal, hogy az irodalmi művek a modernségben elsősorban nyelvi képződmények („fikciók”), amelyek grammatikai-poétikai összetettségük minőségétől függően fejtenek ki esztétikai hatást, hoznak létre örömérzést a lélekben.","",""
